id_reporte,fecha_registro,hora_registro,tipo_reporte,prioridad,canal,unidad_gaula_receptora,estado_caso,fase_operativa,nombre_reportante,identificacion_reportante,telefono_reportante,ubicacion_suceso,departamento,municipio,barrio_vereda,latitud,longitud,descripcion_hechos,numero_telefonico_asociado,alias_sospechoso,medio_cuenta_pago,monto_exigido_perdida_estimada,evidencias,observaciones_operador,modalidad,posible_grupo,riesgo_victima,tiempo_transcurrido_horas,patron_detectado,score_riesgo,tendencia_inteligencia,nodo_relacionado,dato_sintetico;;;
"NEXO-147-00264,2026-02-15,08:05,Fraude con intimidación,Alta,Línea 147,GAULA Bogotá,En análisis,Seguimiento,Daniel Martínez Moreno,DEMO-CC-55225906,3145060467,""Bogotá, Occidente"",Bogotá D.C.,Bogotá,Occidente,4.708068,-74.069021,""Reporte sintético de fraude con intimidación bajo modalidad suplantación autoridad en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3353385192,Alias-402,Sin cuenta reportada,12352524,Audio de llamada"; Mensaje SMS; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: operador.demo2.,Suplantación autoridad,Red digital ficticia Beta,Medio,143,sin_patron_confirmado,76,Concentración geográfica,Alias-402|CTA-DEMO-394|3353385192,SI;
"NEXO-147-00265,2026-05-05,21:59,Desaparición asociada,Alta,Línea 147,GAULA Valle,Recibido,Cierre,Andrea Martínez Ramírez,DEMO-CC-99461923,3348586286,""Malambo, Sur"",Atlántico,Malambo,Sur,10.849361,-74.743792,""Reporte sintético de desaparición asociada bajo modalidad retención simulada en Malambo. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3382442374,Alias-508,Cripto billetera demo / CTA-DEMO-687,55490466,Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo1.,Retención simulada,Red local ficticia Alfa,Alto,27,pagos_billetera_digital,100,Uso de cuenta repetida,Alias-508|CTA-DEMO-687|3382442374,SI";;;
"NEXO-147-00266,2025-10-15,22:07,Fraude con intimidación,Crítica,Línea 147,GAULA Bolívar,En verificación,Recepción,Juan Pardo Cárdenas,DEMO-CC-14168027,3433439174,""Soledad, Sur"",Atlántico,Soledad,Sur,10.956359,-74.730827,""Reporte sintético de fraude con intimidación bajo modalidad falso servicio en Soledad. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3282305265,Alias-656,Sin cuenta reportada,36097440,Sin evidencia inicial,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: director.demo.,Falso servicio,Red local ficticia Alfa,Alto,42,pico_mensajeria_nocturna,100,Incremento en horario nocturno,Alias-656|CTA-DEMO-997|3282305265,SI";;;
"NEXO-147-00267,2025-02-09,14:46,Falso servicio,Alta,WhatsApp Institucional,GAULA Bolívar,Escalado operativo,Análisis de inteligencia,Santiago López Molina,DEMO-CC-69517806,3279928024,""Bogotá, Sector Comercial"",Bogotá D.C.,Bogotá,Sector Comercial,4.720271,-74.035236,""Reporte sintético de falso servicio bajo modalidad falso servicio en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3353385192,Alias-187,Cuenta corresponsal / CTA-DEMO-105,2772697,Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: analista.demo1.,Falso servicio,Red digital ficticia Beta,Bajo,219,llamadas_recurrentes,70,Concentración geográfica,Alias-187|CTA-DEMO-105|3353385192,SI";;;
"NEXO-147-00268,2025-08-08,00:52,Desaparición asociada,Crítica,Línea 147,GAULA Santander,Cerrado preventivo,Verificación inicial,Laura Rodríguez Rojas,DEMO-CC-82876351,3825243946,""Soacha, Norte"",Cundinamarca,Soacha,Norte,4.6014,-74.196416,""Reporte sintético de desaparición asociada bajo modalidad falso servicio en Soacha. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3308524881,La Voz,Sin cuenta reportada,71558436,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: director.demo.,Falso servicio,Grupo oportunista ficticio,Alto,101,sin_patron_confirmado,100,Concentración geográfica,La Voz|CTA-DEMO-682|3308524881,SI";;;
"NEXO-147-00269,2026-05-25,09:59,Extorsión,Alta,Línea 147,GAULA Cundinamarca,Escalado operativo,Recepción,Valentina Suárez Mejía,DEMO-CC-61014656,3676907001,""Medellín, Centro"",Antioquia,Medellín,Centro,6.223076,-75.544346,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Medellín. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3556674383,Delta,Giro nacional / CTA-DEMO-883,0,Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo2.,Amenaza por mensajería,Sin determinar,Crítico,229,pagos_billetera_digital,91,Uso de cuenta repetida,Delta|CTA-DEMO-883|3556674383,SI";;;
"NEXO-147-00270,2025-06-06,12:20,Extorsión,Crítica,Línea 147,GAULA Antioquia,Recibido,Verificación inicial,Natalia Mejía Cárdenas,DEMO-CC-10066312,3149631955,""Soledad, Zona Industrial"",Atlántico,Soledad,Zona Industrial,10.907379,-74.768093,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Soledad. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3475124950,Alias-719,Sin cuenta reportada,451754,Enlace sospechoso"; Captura WhatsApp; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: analista.demo1.,Amenaza por mensajería,Red local ficticia Alfa,Crítico,90,zona_terminal_transporte,100,Uso de cuenta repetida,Alias-719|CTA-DEMO-658|3475124950,SI;
"NEXO-147-00271,2026-05-21,18:52,Extorsión,Crítica,Correo Institucional,GAULA Atlántico,Asignado a unidad,Verificación inicial,Andrea Acosta Acosta,DEMO-CC-30300380,3753041939,""Cali, Barrio El Progreso"",Valle del Cauca,Cali,Barrio El Progreso,3.447469,-76.555635,""Reporte sintético de extorsión bajo modalidad extorsión digital en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3316354737,La Voz,Cuenta corresponsal / CTA-DEMO-015,5031847,Enlace sospechoso"; Comprobante de pago; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo2.,Extorsión digital,Red digital ficticia Beta,Medio,214,alias_reutilizado,96,Reincidencia por alias,La Voz|CTA-DEMO-015|3316354737,SI;
"NEXO-147-00272,2026-03-08,18:04,Extorsión,Alta,Línea 147,GAULA Meta,En análisis,Verificación inicial,Andrea Peña Gómez,DEMO-CC-73869862,3652351398,""Bogotá, Sur"",Bogotá D.C.,Bogotá,Sur,4.728134,-74.038028,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3718790785,Alias-313,Bancolombia cuenta ahorro / CTA-DEMO-783,55887180,Número telefónico"; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: director.demo.,Extorsión digital,Red local ficticia Alfa,Crítico,212,pico_mensajeria_nocturna,100,Crecimiento semanal,Alias-313|CTA-DEMO-783|3718790785,SI;;
"NEXO-147-00273,2025-01-25,23:16,Extorsión,Crítica,Línea 147,GAULA Santander,Escalado operativo,Seguimiento,Sebastián Peña Martínez,DEMO-CC-33680466,3639638433,""Tuluá, Norte"",Valle del Cauca,Tuluá,Norte,4.111221,-76.214302,""Reporte sintético de extorsión bajo modalidad extorsión digital en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3324318222,Alias-126,Nequi / CTA-DEMO-977,13699120,Captura WhatsApp"; Enlace sospechoso; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: director.demo.,Extorsión digital,Grupo oportunista ficticio,Medio,204,pico_mensajeria_nocturna,99,Crecimiento semanal,Alias-126|CTA-DEMO-977|3324318222,SI;
"NEXO-147-00274,2026-05-30,20:02,Fraude con intimidación,Alta,WhatsApp Institucional,GAULA Bolívar,Recibido,Cierre,Diana Torres Mejía,DEMO-CC-29878306,3442897118,""Bogotá, Norte"",Bogotá D.C.,Bogotá,Norte,4.734112,-74.057557,""Reporte sintético de fraude con intimidación bajo modalidad falso servicio en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3862205068,Comando 17,Bancolombia cuenta ahorro / CTA-DEMO-643,12494342,Enlace sospechoso"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Falso servicio,Actor desconocido,Bajo,171,pico_mensajeria_nocturna,73,Concentración geográfica,Comando 17|CTA-DEMO-643|3862205068,SI;;
"NEXO-147-00275,2025-07-21,16:53,Amenaza,Media,Web Demo,GAULA Antioquia,Escalado operativo,Cierre,Diana Vargas López,DEMO-CC-73841821,3588220740,""Bogotá, Barrio El Progreso"",Bogotá D.C.,Bogotá,Barrio El Progreso,4.685682,-74.055261,""Reporte sintético de amenaza bajo modalidad falso servicio en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3861530582,R-21,Sin cuenta reportada,8691608,Comprobante de pago"; Correo amenazante; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo2.,Falso servicio,Red digital ficticia Beta,Alto,137,alias_reutilizado,75,Reincidencia por alias,R-21|CTA-DEMO-974|3861530582,SI;
"NEXO-147-00276,2026-01-18,06:31,Extorsión,Media,Web Demo,GAULA Santander,Escalado operativo,Coordinación operativa,Valentina Ortega López,DEMO-CC-46394655,3962894120,""Envigado, Centro"",Antioquia,Envigado,Centro,6.171848,-75.588151,""Reporte sintético de extorsión bajo modalidad suplantación familiar en Envigado. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3923285666,Alias-686,Giro nacional / CTA-DEMO-019,0,Número telefónico"; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: analista.demo1.,Suplantación familiar,Grupo oportunista ficticio,Alto,97,amenaza_familiar,67,Uso de cuenta repetida,Alias-686|CTA-DEMO-019|3923285666,SI;;
"NEXO-147-00277,2025-03-26,21:58,Falso servicio,Media,Línea 147,GAULA Cundinamarca,Asignado a unidad,Análisis de inteligencia,Miguel Moreno Ramírez,DEMO-CC-44081057,3744545766,""Barrancabermeja, Centro"",Santander,Barrancabermeja,Centro,7.043295,-73.874048,""Reporte sintético de falso servicio bajo modalidad falso servicio en Barrancabermeja. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3433847460,Alias-883,Sin cuenta reportada,12526699,Comprobante de pago"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Falso servicio,Grupo oportunista ficticio,Bajo,197,pico_mensajeria_nocturna,57,Crecimiento semanal,Alias-883|CTA-DEMO-016|3433847460,SI;;
"NEXO-147-00278,2025-06-07,19:13,Extorsión,Media,Línea 147,GAULA Valle,Asignado a unidad,Seguimiento,Santiago Pardo Pardo,DEMO-CC-92693938,3933682067,""Floridablanca, Occidente"",Santander,Floridablanca,Occidente,7.090497,-73.086181,""Reporte sintético de extorsión bajo modalidad suplantación familiar en Floridablanca. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3353385192,Sombra,Daviplata / CTA-DEMO-520,747502,Correo amenazante"; Audio de llamada; Captura WhatsApp; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo2.,Suplantación familiar,Red local ficticia Alfa,Alto,185,llamadas_recurrentes,72,Concentración geográfica,Sombra|CTA-DEMO-520|3353385192,SI
"NEXO-147-00279,2025-10-11,12:24,Amenaza,Alta,WhatsApp Institucional,GAULA Santander,Cerrado preventivo,Cierre,Paula Peña Castro,DEMO-CC-24227341,3958315515,""Facatativá, Sur"",Cundinamarca,Facatativá,Sur,4.827108,-74.358645,""Reporte sintético de amenaza bajo modalidad suplantación autoridad en Facatativá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3938871302,Alias-598,Giro nacional / CTA-DEMO-020,65105197,Audio de llamada"; Comprobante de pago; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: analista.demo1.,Suplantación autoridad,Sin determinar,Alto,51,zona_terminal_transporte,100,Concentración geográfica,Alias-598|CTA-DEMO-020|3938871302,SI;
"NEXO-147-00280,2025-04-09,19:32,Fraude con intimidación,Media,Correo Institucional,GAULA Atlántico,En análisis,Seguimiento,Laura Acosta López,DEMO-CC-55538217,3157689842,""Bogotá, Occidente"",Bogotá D.C.,Bogotá,Occidente,4.701925,-74.102705,""Reporte sintético de fraude con intimidación bajo modalidad suplantación familiar en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3328289044,Delta,Sin cuenta reportada,8858923,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo1.,Suplantación familiar,Red local ficticia Alfa,Alto,139,pagos_billetera_digital,70,Uso de cuenta repetida,Delta|CTA-DEMO-002|3328289044,SI";;;
"NEXO-147-00281,2025-06-13,16:15,Desaparición asociada,Crítica,Línea 147,GAULA Valle,Asignado a unidad,Cierre,Valentina Molina Rodríguez,DEMO-CC-96421980,3408079498,""Cali, Barrio El Progreso"",Valle del Cauca,Cali,Barrio El Progreso,3.484925,-76.537129,""Reporte sintético de desaparición asociada bajo modalidad suplantación autoridad en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3397949082,Alias-767,Cripto billetera demo / CTA-DEMO-004,65020636,Mensaje SMS"; Número telefónico; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo2.,Suplantación autoridad,Red digital ficticia Beta,Alto,78,alias_reutilizado,100,Reincidencia por alias,Alias-767|CTA-DEMO-004|3397949082,SI;
"NEXO-147-00282,2026-04-17,18:48,Extorsión,Alta,WhatsApp Institucional,GAULA Valle,Escalado operativo,Seguimiento,Andrea Gómez Torres,DEMO-CC-95828018,3669427528,""Bogotá, Vereda La Esperanza"",Bogotá D.C.,Bogotá,Vereda La Esperanza,4.737381,-74.055179,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3887403982,Alias-431,Daviplata / CTA-DEMO-016,26942328,Enlace sospechoso"; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo1.,Extorsión digital,Sin determinar,Alto,214,llamadas_recurrentes,92,Crecimiento semanal,Alias-431|CTA-DEMO-016|3887403982,SI;;
"NEXO-147-00283,2026-05-05,23:11,Amenaza,Crítica,WhatsApp Institucional,GAULA Bogotá,En verificación,Verificación inicial,Miguel Martínez Rojas,DEMO-CC-43245564,3279412719,""Cali, Occidente"",Valle del Cauca,Cali,Occidente,3.45755,-76.499554,""Reporte sintético de amenaza bajo modalidad suplantación autoridad en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3241156214,El Primo,Giro nacional / CTA-DEMO-501,41404745,Comprobante de pago"; Número telefónico; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Suplantación autoridad,Grupo oportunista ficticio,Alto,99,pico_mensajeria_nocturna,100,Uso de cuenta repetida,El Primo|CTA-DEMO-501|3241156214,SI;
"NEXO-147-00284,2025-07-27,08:29,Extorsión,Alta,Presencial,GAULA Cundinamarca,Asignado a unidad,Cierre,Andrea López Rojas,DEMO-CC-15572236,3266180710,""Facatativá, Centro"",Cundinamarca,Facatativá,Centro,4.791137,-74.367273,""Reporte sintético de extorsión bajo modalidad suplantación autoridad en Facatativá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3034812976,El Mensajero,Nequi / CTA-DEMO-813,59529876,Captura WhatsApp"; Número telefónico; Comprobante de pago; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: analista.demo2.,Suplantación autoridad,Red digital ficticia Beta,Alto,107,sin_patron_confirmado,100,Concentración geográfica,El Mensajero|CTA-DEMO-813|3034812976,SI
"NEXO-147-00285,2025-04-20,14:44,Amenaza,Crítica,Web Demo,GAULA Valle,En verificación,Seguimiento,Daniel Peña Moreno,DEMO-CC-62339672,3405286564,""Medellín, Sector Comercial"",Antioquia,Medellín,Sector Comercial,6.206378,-75.61257,""Reporte sintético de amenaza bajo modalidad suplantación autoridad en Medellín. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3934977602,Delta,Daviplata / CTA-DEMO-439,64039790,Número telefónico"; Captura WhatsApp; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: director.demo.,Suplantación autoridad,Actor desconocido,Alto,240,monto_bajo_repetitivo,100,Concentración geográfica,Delta|CTA-DEMO-439|3934977602,SI;
"NEXO-147-00286,2026-02-23,12:14,Extorsión,Crítica,Presencial,GAULA Valle,Escalado operativo,Cierre,Sebastián Rojas Rodríguez,DEMO-CC-35600895,3653631673,""Cali, Zona Industrial"",Valle del Cauca,Cali,Zona Industrial,3.439883,-76.542068,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3798524069,Alias-462,Giro nacional / CTA-DEMO-791,807168,Enlace sospechoso"; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: director.demo.,Amenaza por mensajería,Actor desconocido,Medio,192,llamadas_recurrentes,89,Incremento en horario nocturno,Alias-462|CTA-DEMO-791|3798524069,SI;;
